Date,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-09-02,21:29:05,09:55:50,79.3,275.3,03:26:30,38.3,362586,94.1%,waninggibbous,,159.8
2023-09-03,21:42:12,11:24:20,68.5,287.0,04:16:08,45.4,367690,87.1%,waninggibbous,,158.5
2023-09-04,21:57:48,12:51:37,58.7,297.7,05:05:51,51.9,373766,78.3%,waninggibbous,,160.1
2023-09-05,22:17:57,14:17:12,50.4,307.1,05:56:35,57.3,380244,68.2%,waninggibbous,,163.7
2023-09-06,22:45:29,15:38:35,44.0,314.4,06:48:44,61.5,386596,57.6%,waninggibbous,,168.7
2023-09-07,23:23:47,16:51:19,40.2,319.1,07:42:05,64.2,392389,47.0%,thirdquarter,00:21:04,174.9
2023-09-08,,17:50:40,,320.4,08:35:50,65.4,397312,36.8%,waningcrescent,,181.6
2023-09-09,00:15:07,18:34:55,39.8,318.5,09:28:46,65.0,401184,27.4%,waningcrescent,,188.6
2023-09-10,01:18:25,19:06:11,42.5,313.9,10:19:44,63.3,403938,19.1%,waningcrescent,,195.2
2023-09-11,02:29:20,19:28:15,47.9,307.4,11:07:59,60.3,405602,12.0%,waningcrescent,,201.4
2023-09-12,03:43:09,19:44:21,55.1,299.7,11:53:22,56.3,406267,6.4%,waningcrescent,,207.3
2023-09-13,04:56:56,19:56:47,63.4,291.3,12:36:11,51.5,406052,2.5%,waningcrescent,,214.0
2023-09-14,06:09:33,20:07:05,72.5,282.3,13:17:05,46.1,405079,0.4%,waningcrescent,,229.8
2023-09-15,07:21:10,20:16:20,82.0,273.0,13:56:55,40.4,403452,0.2%,newmoon,03:39:46,356.0
2023-09-16,08:32:42,20:25:25,91.8,263.6,14:36:36,34.4,401245,2.0%,waxingcrescent,,18.3
2023-09-17,09:45:19,20:35:10,101.6,254.1,15:17:13,28.6,398496,5.7%,waxingcrescent,,21.3
2023-09-18,11:00:17,20:46:39,111.4,244.9,15:59:48,22.9,395217,11.3%,waxingcrescent,,20.8
2023-09-19,12:18:26,21:01:25,120.8,236.1,16:45:29,17.8,391413,18.7%,waxingcrescent,,18.1
2023-09-20,13:39:29,21:21:55,129.4,228.3,17:35:11,13.5,387104,27.7%,waxingcrescent,,13.7
2023-09-21,15:00:43,21:52:09,136.4,222.2,18:29:23,10.3,382363,38.0%,waxingcrescent,,7.9
2023-09-22,16:15:54,22:37:44,140.5,219.0,19:27:45,8.7,377343,49.2%,firstquarter,21:31:47,0.8
2023-09-23,17:17:21,23:43:04,140.7,220.0,20:28:46,8.8,372304,60.7%,waxinggibbous,,353.2
2023-09-24,18:01:44,,136.6,,21:30:12,11.0,367608,72.0%,waxinggibbous,,345.6
2023-09-25,18:32:01,01:06:13,129.1,225.3,22:29:52,15.0,363695,82.3%,waxinggibbous,,338.9
2023-09-26,18:53:08,02:39:13,119.4,233.9,23:26:34,20.5,361008,90.7%,waxinggibbous,,333.2
2023-09-27,19:08:59,04:14:34,108.5,244.7,,,,,waxinggibbous,,
2023-09-28,19:22:05,05:48:28,96.9,256.6,00:20:15,27.2,359922,96.7%,waxinggibbous,,328.2
2023-09-29,19:34:10,07:20:15,85.2,268.9,01:11:40,34.5,360657,99.7%,fullmoon,11:57:30,316.6
2023-09-30,19:46:40,08:50:39,73.8,281.1,02:01:59,41.8,363228,99.5%,waninggibbous,,163.8
2023-10-01,20:01:01,10:20:31,63.2,292.7,02:52:24,48.8,367427,96.3%,waninggibbous,,158.2
2023-10-02,20:19:08,11:49:47,53.8,303.1,03:43:54,54.9,372860,90.6%,waninggibbous,,160.2
2023-10-03,20:43:37,13:16:25,46.2,311.7,04:37:00,59.9,379012,82.8%,waninggibbous,,164.5
2023-10-04,21:17:55,14:36:01,41.1,317.8,05:31:36,63.4,385331,73.7%,waninggibbous,,170.2
2023-10-05,22:05:07,15:42:55,39.3,320.6,06:26:51,65.2,391299,63.8%,waninggibbous,,176.8
2023-10-06,23:05:27,16:33:42,40.9,319.8,07:21:25,65.5,396490,53.6%,thirdquarter,15:47:43,183.6
2023-10-07,,17:09:34,,316.0,08:13:59,64.2,400602,43.5%,waningcrescent,,190.1
2023-10-08,00:15:03,17:34:26,45.5,310.1,09:03:39,61.6,403470,33.9%,waningcrescent,,195.8
2023-10-09,01:28:47,17:52:11,52.2,302.7,09:50:09,57.9,405050,25.0%,waningcrescent,,200.7
2023-10-10,02:42:59,18:05:32,60.2,294.4,10:33:48,53.3,405404,17.0%,waningcrescent,,204.5
2023-10-11,03:56:08,18:16:19,69.1,285.6,11:15:15,48.1,404668,10.4%,waningcrescent,,207.3
2023-10-12,05:08:13,18:25:44,78.6,276.3,11:55:24,42.4,403029,5.2%,waningcrescent,,209.1
2023-10-13,06:20:02,18:34:44,88.3,266.9,12:35:13,36.5,400692,1.7%,waningcrescent,,210.1
2023-10-14,07:32:49,18:44:10,98.3,257.3,13:15:45,30.5,397855,0.1%,newmoon,19:55:09,214.2
2023-10-15,08:47:47,18:55:01,108.2,247.8,13:58:03,24.7,394690,0.6%,waxingcrescent,,23.9
2023-10-16,10:05:57,19:08:38,117.9,238.7,14:43:12,19.3,391328,3.2%,waxingcrescent,,22.1
2023-10-17,11:27:15,19:27:08,127.0,230.4,15:32:06,14.6,387852,8.1%,waxingcrescent,,18.0
2023-10-18,12:49:34,19:53:57,134.6,223.7,16:25:15,11.1,384311,15.0%,waxingcrescent,,12.3
2023-10-19,14:07:24,20:34:06,139.8,219.5,17:22:20,8.9,380735,23.8%,waxingcrescent,,5.5
2023-10-20,15:13:01,21:32:22,141.2,219.1,18:22:01,8.5,377172,34.0%,waxingcrescent,,358.0
2023-10-21,16:01:40,22:48:39,138.5,223.0,19:22:13,10.0,373713,45.4%,waxingcrescent,,350.7
2023-10-22,16:35:06,,132.2,,20:20:50,13.3,370512,57.1%,firstquarter,05:29:31,344.1
2023-10-23,16:58:06,00:16:24,123.5,230.4,21:16:37,18.1,367795,68.7%,waxinggibbous,,338.8
2023-10-24,17:14:55,01:48:05,113.3,240.1,22:09:25,24.2,365834,79.3%,waxinggibbous,,335.1
2023-10-25,17:28:21,03:19:21,102.3,251.2,22:59:55,31.0,364911,88.2%,waxinggibbous,,333.3
2023-10-26,17:40:16,04:49:03,90.9,263.0,23:49:14,38.2,365263,94.9%,waxinggibbous,,333.4
2023-10-27,17:52:05,06:17:47,79.5,275.1,,,,,waxinggibbous,,
2023-10-28,18:05:11,07:46:41,68.5,286.9,00:38:38,45.3,367021,98.9%,fullmoon,22:24:02,336.9
2023-10-29,17:21:11,08:16:19,58.4,297.9,01:29:16,51.9,370163,100.0%,waninggibbous,,127.5
2023-10-30,17:42:26,09:45:37,49.7,307.7,01:21:55,57.5,374500,98.2%,waninggibbous,,156.0
2023-10-31,18:12:12,11:10:55,43.2,315.2,02:16:45,61.8,379694,93.9%,waninggibbous,,163.3
2023-11-01,18:54:13,12:26:07,39.7,319.7,03:13:05,64.6,385298,87.6%,waninggibbous,,170.4
2023-11-02,19:50:19,13:25:35,39.8,320.6,04:09:28,65.5,390827,79.7%,waninggibbous,,177.7
2023-11-03,20:57:56,14:08:16,43.3,317.9,05:04:14,64.9,395819,70.7%,waninggibbous,,184.8
2023-11-04,22:11:30,14:37:35,49.4,312.6,05:56:03,62.8,399891,61.1%,waninggibbous,,191.1
2023-11-05,23:26:17,14:57:58,57.0,305.7,06:44:19,59.4,402770,51.3%,thirdquarter,09:36:48,196.3
2023-11-06,,15:12:50,,297.7,07:29:14,55.2,404308,41.5%,waningcrescent,,200.4
2023-11-07,00:39:58,15:24:27,65.6,289.1,08:11:26,50.2,404473,32.2%,waningcrescent,,203.4
2023-11-08,01:52:13,15:34:16,74.8,280.0,08:51:52,44.7,403346,23.5%,waningcrescent,,205.1
2023-11-09,03:03:46,15:43:19,84.4,270.6,09:31:35,38.9,401098,15.7%,waningcrescent,,205.5
2023-11-10,04:15:56,15:52:31,94.3,261.1,10:11:43,32.9,397973,9.1%,waningcrescent,,204.5
2023-11-11,05:30:08,16:02:48,104.3,251.5,10:53:24,27.0,394259,4.1%,waningcrescent,,201.3
2023-11-12,06:47:41,16:15:24,114.2,242.1,11:37:50,21.3,390260,1.0%,waningcrescent,,192.7
2023-11-13,08:09:05,16:32:11,123.7,233.4,12:26:02,16.3,386264,0.1%,newmoon,10:27:21,82.9
2023-11-14,09:33:00,16:56:13,132.1,225.8,13:18:43,12.2,382513,1.5%,waxingcrescent,,24.2
2023-11-15,10:54:44,17:32:13,138.3,220.6,14:15:45,9.5,379177,5.4%,waxingcrescent,,13.1
2023-11-16,12:06:12,18:25:30,141.1,218.9,15:15:53,8.5,376352,11.8%,waxingcrescent,,4.1
2023-11-17,13:00:44,19:37:34,139.5,221.6,16:16:50,9.4,374062,20.3%,waxingcrescent,,355.8
2023-11-18,13:38:21,21:02:45,134.2,228.0,17:16:11,12.2,372282,30.5%,waxingcrescent,,348.5
2023-11-19,14:03:48,22:32:47,126.1,237.1,18:12:21,16.6,370981,41.8%,waxingcrescent,,342.6
2023-11-20,14:21:53,,116.5,,19:04:58,22.2,370148,53.6%,firstquarter,11:49:53,338.4
2023-11-21,14:35:49,00:02:23,106.0,247.6,19:54:41,28.6,369821,65.2%,waxinggibbous,,336.0
2023-11-22,14:47:43,01:29:53,95.1,258.9,20:42:41,35.5,370082,76.0%,waxinggibbous,,335.3
2023-11-23,14:59:03,02:55:50,84.0,270.5,21:30:18,42.5,371043,85.2%,waxinggibbous,,336.6
2023-11-24,15:11:06,04:21:37,73.1,282.1,22:18:51,49.2,372808,92.5%,waxinggibbous,,340.3
2023-11-25,15:25:20,05:48:25,62.8,293.2,23:09:26,55.1,375427,97.4%,waxinggibbous,,348.1
2023-11-26,15:43:43,07:16:18,53.6,303.4,,,,,waxinggibbous,,
2023-11-27,16:09:07,08:43:06,46.0,311.9,00:02:38,60.0,378866,99.7%,fullmoon,10:16:20,15.9
2023-11-28,16:45:21,10:03:39,41.1,317.9,00:58:15,63.4,382979,99.5%,waninggibbous,,145.6
2023-11-29,17:35:40,11:11:13,39.5,320.4,01:55:10,65.2,387508,96.8%,waninggibbous,,166.3
2023-11-30,18:39:39,12:01:50,41.7,319.2,02:51:31,65.3,392116,92.0%,waninggibbous,,176.8
2023-12-01,19:52:18,12:36:59,46.8,314.9,03:45:31,63.7,396421,85.6%,waninggibbous,,184.9
2023-12-02,21:07:44,13:01:04,53.9,308.5,04:36:00,60.9,400057,77.8%,waninggibbous,,191.4
2023-12-03,22:22:22,13:18:09,62.2,300.9,05:22:43,56.9,402707,69.1%,waninggibbous,,196.5
2023-12-04,23:35:05,13:31:01,71.2,292.5,06:06:07,52.2,404135,59.8%,waninggibbous,,200.2
2023-12-05,,13:41:29,,283.6,06:47:06,46.9,404205,50.2%,thirdquarter,06:49:13,202.7
2023-12-06,00:46:20,13:50:44,80.6,274.4,07:26:43,41.2,402888,40.5%,waningcrescent,,203.9
2023-12-07,01:57:21,13:59:45,90.3,265.0,08:06:10,35.4,400267,31.1%,waningcrescent,,203.8
2023-12-08,03:09:43,14:09:26,100.1,255.6,08:46:39,29.5,396534,22.3%,waningcrescent,,202.4
2023-12-09,04:25:01,14:20:52,110.0,246.2,09:29:29,23.7,391977,14.4%,waningcrescent,,199.3
2023-12-10,05:44:28,14:35:41,119.7,237.1,10:15:53,18.4,386964,7.8%,waningcrescent,,194.0
2023-12-11,07:07:56,14:56:28,128.6,228.9,11:06:57,13.8,381907,3.0%,waningcrescent,,184.4
2023-12-12,08:32:23,15:27:31,135.9,222.5,12:03:05,10.5,377225,0.5%,waningcrescent,,157.1
2023-12-13,09:50:32,16:14:41,140.3,219.2,13:03:34,8.8,373288,0.5%,newmoon,00:32:02,35.0
2023-12-14,10:53:29,17:22:00,140.4,220.3,14:06:13,9.0,370364,3.4%,waxingcrescent,,7.4
2023-12-15,11:37:57,18:45:59,136.1,225.8,15:08:08,11.2,368579,8.9%,waxingcrescent,,355.5
2023-12-16,12:07:40,20:17:27,128.7,234.3,16:06:55,15.2,367912,16.9%,waxingcrescent,,347.4
2023-12-17,12:28:06,21:48:57,119.3,244.6,17:01:36,20.6,368226,26.8%,waxingcrescent,,341.7
2023-12-18,12:43:14,23:17:33,108.9,255.8,17:52:29,26.9,369325,38.0%,waxingcrescent,,338.2
2023-12-19,12:55:37,,98.0,,18:40:43,33.6,371011,49.7%,firstquarter,19:39:14,336.6
2023-12-20,13:06:53,00:43:18,87.1,267.3,19:27:41,40.5,373124,61.2%,waxinggibbous,,336.8
2023-12-21,13:18:23,02:07:37,76.4,278.7,20:14:49,47.2,375564,72.0%,waxinggibbous,,338.8
2023-12-22,13:31:27,03:32:00,66.1,289.7,21:03:23,53.2,378285,81.6%,waxinggibbous,,342.6
2023-12-23,13:47:47,04:57:18,56.7,300.0,21:54:20,58.4,381277,89.4%,waxinggibbous,,348.7
2023-12-24,14:09:48,06:22:37,48.6,309.0,22:47:55,62.3,384533,95.1%,waxinggibbous,,357.8
2023-12-25,14:40:58,07:44:27,42.7,315.9,23:43:36,64.7,388018,98.6%,waxinggibbous,,14.3
2023-12-26,15:25:08,08:56:41,39.8,319.8,,,,,waxinggibbous,,
2023-12-27,16:23:52,09:53:44,40.5,320.0,00:39:54,65.4,391639,99.8%,fullmoon,01:33:13,86.6
2023-12-28,17:33:58,10:34:37,44.6,316.8,01:34:56,64.5,395241,98.8%,waninggibbous,,164.9
2023-12-29,18:49:18,11:02:44,51.1,311.1,02:27:05,62.1,398608,95.7%,waninggibbous,,181.6
2023-12-30,20:04:58,11:22:21,59.0,303.8,03:15:36,58.5,401488,90.8%,waninggibbous,,190.4
2023-12-31,21:18:44,11:36:43,67.8,295.6,04:00:30,54.0,403622,84.4%,waninggibbous,,196.1
